Year,Area,Species Name,Number Of Fish (estimated),Landed Weight (lbs),Whole Weight (lbs),Permit Count,Processor Count,Vessel Count
1999,Kodiak,Chinook Salmon,18298,232490,232490,322,10,234
1999,Kodiak,Chum Salmon,913760,7233607,7233607,394,11,256
1999,Kodiak,Coho Salmon,296979,2199963,2199963,378,11,246
1999,Kodiak,Pink Salmon,11898352,36361658,36361658,390,12,259
1999,Kodiak,Sockeye Salmon,4652171,24483038,24483038,397,12,263
1999,Kuskokwim,Chinook Salmon,25099,388490,388490,517,4,60
1999,Kuskokwim,Chum Salmon,73016,531199,531199,547,4,65
1999,Kuskokwim,Coho Salmon,32594,213975,213975,476,3,31
1999,Kuskokwim,Pink Salmon,,,,2,1,1
1999,Kuskokwim,Sockeye Salmon,81760,533337,533337,527,4,65
1999,Norton Sound/Port Clarence,Chinook Salmon,2508,48421,48421,53,3,5
1999,Norton Sound/Port Clarence,Chum Salmon,7881,57656,57656,59,3,12
1999,Norton Sound/Port Clarence,Coho Salmon,,,,42,1,10
1999,Prince William Sound,Chinook Salmon,63420,1358576,1358576,593,22,675
1999,Prince William Sound,Chum Salmon,2960554,24401906,24401906,613,24,692
1999,Prince William Sound,Coho Salmon,169892,1361534,1361534,594,20,626
1999,Prince William Sound,Pink Salmon,44784278,133023317,133023317,425,25,455
1999,Prince William Sound,Sockeye Salmon,2034301,12177911,12177911,681,28,876
1999,Southeast/Yakutat,Chinook Salmon,201219,3067193,1991208.23,1658,120,1552
1999,Southeast/Yakutat,Chum Salmon,14921881,140694289,140691023,1488,115,1414
1999,Southeast/Yakutat,Coho Salmon,3627711,21777874,21768598,1933,120,1826
1999,Southeast/Yakutat,Pink Salmon,77841595,228278529,228278165,1438,63,1355
1999,Southeast/Yakutat,Sockeye Salmon,1160369,6853818,6848712,1551,103,1447
1999,Yukon,Chinook Salmon,70465,1390711,1390711,665,17,2
1999,Yukon,Chum Salmon,51746,366638,366638,631,9,1
1999,Yukon,Coho Salmon,1837,11929,11929,182,4,1
2000,Alaska Peninsula/Aleutian Islands,Chinook Salmon,9350,146006,146006,302,10,312
2000,Alaska Peninsula/Aleutian Islands,Chum Salmon,1160353,8869664,8869664,340,10,414
2000,Alaska Peninsula/Aleutian Islands,Coho Salmon,340960,2348207,2348207,345,10,368
2000,Alaska Peninsula/Aleutian Islands,Pink Salmon,3853291,11108161,11108161,299,8,324
2000,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,3976851,23498132,23498132,354,12,452
2000,Arctic/Kotzebue,Chinook Salmon,,,,3,2,1
2000,Arctic/Kotzebue,Chum Salmon,,,,64,2,1
2000,Bristol Bay,Chinook Salmon,22894,358360,358360,1227,35,692
2000,Bristol Bay,Chum Salmon,397947,2648611,2648611,2777,47,2129
2000,Bristol Bay,Coho Salmon,130956,980687,980687,440,19,220
2000,Bristol Bay,Pink Salmon,58673,208720,208720,436,19,217
2000,Bristol Bay,Sockeye Salmon,20457144,125632723,125632723,2783,49,2140
2000,Chignik,Chinook Salmon,,,,89,2,91
2000,Chignik,Chum Salmon,,,,99,2,105
2000,Chignik,Coho Salmon,,,,96,2,98
2000,Chignik,Pink Salmon,,,,99,2,103
2000,Chignik,Sockeye Salmon,,,,100,2,113
2000,Cook Inlet,Chinook Salmon,8421,181200,181200,582,26,174
2000,Cook Inlet,Chum Salmon,204088,1689082,1689082,756,26,558
2000,Cook Inlet,Coho Salmon,241948,1612859,1612859,993,32,550
2000,Cook Inlet,Pink Salmon,1539454,4054179,4054179,966,26,555
2000,Cook Inlet,Sockeye Salmon,1567094,9675867,9675867,1073,35,574
2000,Kodiak,Chinook Salmon,12293,183423,183423,308,9,230
2000,Kodiak,Chum Salmon,1194443,9760271,9760271,393,11,257
2000,Kodiak,Coho Salmon,333002,2663875,2663875,373,10,247
2000,Kodiak,Pink Salmon,9927116,32498020,32498020,388,10,257
2000,Kodiak,Sockeye Salmon,2906377,16665542,16665542,398,12,267
2000,Kuskokwim,Chinook Salmon,26175,408547.4,408547.4,369,3,70
2000,Kuskokwim,Chum Salmon,50607,385792.6,385792.6,476,3,84
2000,Kuskokwim,Coho Salmon,310257,2135534,2135534,600,4,84
2000,Kuskokwim,Pink Salmon,24,76,76,9,3,1
2000,Kuskokwim,Sockeye Salmon,110349,752428,752428,441,3,78
2000,Norton Sound/Port Clarence,Chinook Salmon,,,,53,2,3
2000,Norton Sound/Port Clarence,Chum Salmon,,,,71,2,1
2000,Norton Sound/Port Clarence,Coho Salmon,,,,65,1,1
2000,Norton Sound/Port Clarence,Pink Salmon,,,,43,2,1
2000,Norton Sound/Port Clarence,Sockeye Salmon,,,,7,1,1
2000,Prince William Sound,Chinook Salmon,32397,674044,674044,590,21,605
2000,Prince William Sound,Chum Salmon,5163463,41490154,41490154,649,27,690
2000,Prince William Sound,Coho Salmon,714286,6686733,6686733,614,24,636
2000,Prince William Sound,Pink Salmon,38885528,132910121,132910121,498,26,535
2000,Prince William Sound,Sockeye Salmon,1430284,9313501,9313501,685,30,755
2000,Southeast/Yakutat,Chinook Salmon,227200,3631160.11,3964686.18,1630,135,1541
2000,Southeast/Yakutat,Chum Salmon,15899390,148930350.19,148918135.99,1641,199,1573
2000,Southeast/Yakutat,Coho Salmon,1956215,13871910.9,13636820.94,1801,154,1707
2000,Southeast/Yakutat,Pink Salmon,20309770,69264904.13,69251195.38,1348,79,1271
2000,Southeast/Yakutat,Sockeye Salmon,1228930,7406193.18,7454537.3,1436,140,1340
2000,Yukon,Chinook Salmon,9128,169987,169987,554,4,1
2000,Yukon,Chum Salmon,7287,54890,54890,477,4,1
2001,Alaska Peninsula/Aleutian Islands,Chinook Salmon,7045,97845,97845,223,6,221
2001,Alaska Peninsula/Aleutian Islands,Chum Salmon,1107599,8500005,8500005,292,8,319
2001,Alaska Peninsula/Aleutian Islands,Coho Salmon,236416,1626217,1626217,239,5,247
2001,Alaska Peninsula/Aleutian Islands,Pink Salmon,4033860,14871255,14871255,252,5,263
2001,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,1765473,10595508,10595508,297,8,332
2001,Arctic/Kotzebue,Chinook Salmon,,,,4,2,1
2001,Arctic/Kotzebue,Chum Salmon,,,,66,2,3
2001,Bristol Bay,Chinook Salmon,24348,424289,424289,1261,27,811
2001,Bristol Bay,Chum Salmon,831748,5968259,5968259,2382,32,1817
2001,Bristol Bay,Coho Salmon,17084,122025,122025,113,11,55
2001,Bristol Bay,Pink Salmon,428,1176,1176,126,11,18
2001,Bristol Bay,Sockeye Salmon,14174078,95595873,95595873,2406,33,1877
2001,Chignik,Chinook Salmon,2849,39372,39372,92,4,96
2001,Chignik,Chum Salmon,198874,1609533,1609533,91,5,102
2001,Chignik,Coho Salmon,131441,1012153,1012153,90,4,94
2001,Chignik,Pink Salmon,1281760,4077814,4077814,92,5,103
2001,Chignik,Sockeye Salmon,1511370,11070431,11070431,93,8,104
2001,Cook Inlet,Chinook Salmon,10145,179766,179766,623,33,238
2001,Cook Inlet,Chum Salmon,172885,1413837,1413837,715,34,507
2001,Cook Inlet,Coho Salmon,111826,737392.5,737392.5,866,42,493
2001,Cook Inlet,Pink Salmon,665782,2078259,2078259,925,25,510
2001,Cook Inlet,Sockeye Salmon,2029323,11962449.48,11962449.48,984,46,521
2001,Kodiak,Chinook Salmon,23827,330896,330896,283,9,188
2001,Kodiak,Chum Salmon,1053730,8598710,8598710,344,11,211
2001,Kodiak,Coho Salmon,407978,3183920,3183920,329,12,204
2001,Kodiak,Pink Salmon,19567163,67365333,67365333,343,13,211
2001,Kodiak,Sockeye Salmon,2659267,14739143,14739143,355,12,214
2001,Kuskokwim,Chinook Salmon,14384,288208,288208,241,5,49
2001,Kuskokwim,Chum Salmon,21913,163347.8,163347.8,390,5,60
2001,Kuskokwim,Coho Salmon,222363,1716885.1,1716885.1,479,5,60
2001,Kuskokwim,Sockeye Salmon,59545,451052.35,451052.35,223,5,47
2001,Norton Sound/Port Clarence,Chinook Salmon,,,,31,1,15
2001,Norton Sound/Port Clarence,Chum Salmon,,,,47,1,24
2001,Norton Sound/Port Clarence,Coho Salmon,,,,40,2,18
2001,Norton Sound/Port Clarence,Sockeye Salmon,,,,4,1,2
2001,Prince William Sound,Chinook Salmon,40461,855053,855053,607,26,635
2001,Prince William Sound,Chum Salmon,3098092,23486276,23486276,581,22,617
2001,Prince William Sound,Coho Salmon,488919,4200872,4200872,613,27,636
2001,Prince William Sound,Pink Salmon,35245598,119452335,119452335,517,27,558
2001,Prince William Sound,Sockeye Salmon,2260987,13880130,13880130,699,34,787
2001,Southeast/Yakutat,Chinook Salmon,251107,4244160.04,4578289.84,1681,140,1601
2001,Southeast/Yakutat,Chum Salmon,8746696.82,77905434.98,77732316.54,1604,108,1604
2001,Southeast/Yakutat,Coho Salmon,3296054,22193450.6,22484315.72,1798,130,1747
2001,Southeast/Yakutat,Pink Salmon,67028484,220554877.24,220415687.3,1389,72,1344
2001,Southeast/Yakutat,Sockeye Salmon,2032850,12595598.23,12628970.55,1486,106,1434
2002,Alaska Peninsula/Aleutian Islands,Chinook Salmon,10280,137485,137485,200,8,201
2002,Alaska Peninsula/Aleutian Islands,Chum Salmon,871405,6348807,6348807,241,6,290
2002,Alaska Peninsula/Aleutian Islands,Coho Salmon,231483,1585751,1585751,185,4,210
2002,Alaska Peninsula/Aleutian Islands,Pink Salmon,2192277,7980153,7980153,208,5,237
2002,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,2454963,13577152,13577152,242,7,314
2002,Arctic/Kotzebue,Chum Salmon,,,,3,2,1
2002,Bristol Bay,Chinook Salmon,44123,803739,803739,816,22,510
2002,Bristol Bay,Chum Salmon,468252,3149024,3149024,1864,31,1361
2002,Bristol Bay,Coho Salmon,8410,58788,58788,72,5,43
2002,Bristol Bay,Pink Salmon,527,2040,2040,86,9,32
2002,Bristol Bay,Sockeye Salmon,10675713,64961359,64961359,1866,32,1362
2002,Chignik,Chinook Salmon,1444,13750,13750,39,3,43
2002,Chignik,Chum Salmon,54559,406716,406716,38,5,41
2002,Chignik,Coho Salmon,49208,360781,360781,33,4,35
2002,Chignik,Pink Salmon,66050,206661,206661,38,4,40
2002,Chignik,Sockeye Salmon,1049182,7237917.8,7237917.8,42,5,57
2002,Cook Inlet,Chinook Salmon,14210,303974,303974,552,37,192
2002,Cook Inlet,Chum Salmon,283572,2243592,2243592,677,28,454
2002,Cook Inlet,Coho Salmon,255669,1717957,1717957,815,45,457
2002,Cook Inlet,Pink Salmon,2440604,8440833,8440833,798,24,462
2002,Cook Inlet,Sockeye Salmon,3098356,19538388.25,19538388.25,913,53,475
2002,Kodiak,Chinook Salmon,19253,192035,192035,211,10,146
2002,Kodiak,Chum Salmon,650162,5062317,5062317,241,8,168
2002,Kodiak,Coho Salmon,496017,3827084,3827084,232,10,157
2002,Kodiak,Pink Salmon,18324734,67494621,67494621,240,9,168
2002,Kodiak,Sockeye Salmon,1825262,10316690,10316690,240,11,168
2002,Kuskokwim,Chinook Salmon,12537,174321,174321,177,5,5
2002,Kuskokwim,Chum Salmon,35025,275480,275480,362,5,5
2002,Kuskokwim,Coho Salmon,113879,895198,895198,385,3,1
2002,Kuskokwim,Sockeye Salmon,24208,161206,161206,148,5,5
2002,Norton Sound/Port Clarence,Chinook Salmon,,,,2,1,2
2002,Norton Sound/Port Clarence,Chum Salmon,,,,12,1,6
2002,Norton Sound/Port Clarence,Coho Salmon,,,,11,1,6
2002,Norton Sound/Port Clarence,Sockeye Salmon,,,,1,1,1
2002,Prince William Sound,Chinook Salmon,39700,812018,812018,573,26,604
2002,Prince William Sound,Chum Salmon,6373487,52583089,52583089,587,21,613
2002,Prince William Sound,Coho Salmon,650331,6094935,6094935,531,14,536
2002,Prince William Sound,Pink Salmon,18950931,65795250,65795250,361,15,358
2002,Prince William Sound,Sockeye Salmon,2261890,14443332,14443332,664,31,748
2002,Southeast/Yakutat,Chinook Salmon,386994,6261235.92,6976240.32,1479,148,1431
2002,Southeast/Yakutat,Chum Salmon,7449238,69797212.51,69790543.74,1203,111,1241
2002,Southeast/Yakutat,Coho Salmon,3238705,24415112.63,25239031.59,1530,145,1505
2002,Southeast/Yakutat,Pink Salmon,45328588,150573266.4,150654422.02,937,64,924
2002,Southeast/Yakutat,Sockeye Salmon,805638,5037710.87,5074340.11,1074,106,1048
2002,Yukon,Chinook Salmon,24658,483513,483513,564,9,11
2002,Yukon,Chum Salmon,13765,94720.26,94720.26,473,5,6
2003,Alaska Peninsula/Aleutian Islands,Chinook Salmon,7419,97912,97912,197,6,194
2003,Alaska Peninsula/Aleutian Islands,Chum Salmon,678634,4623765,4623765,235,5,245
2003,Alaska Peninsula/Aleutian Islands,Coho Salmon,185516,1410858,1410858,179,7,183
2003,Alaska Peninsula/Aleutian Islands,Pink Salmon,4281586,16375007,16375007,216,5,224
2003,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,2538856,15173161,15173161,243,8,269
2003,Arctic/Kotzebue,Chum Salmon,,,,4,1,1
2003,Bristol Bay,Chinook Salmon,46951,751844,751844,1047,20,703
2003,Bristol Bay,Chum Salmon,932916,6026385,6026385,2181,23,1712
2003,Bristol Bay,Coho Salmon,43243,290160,290160,90,9,59
2003,Bristol Bay,Pink Salmon,244,1195,1195,54,5,19
2003,Bristol Bay,Sockeye Salmon,14760779,93369227,93369227,2186,24,1723
2003,Chignik,Chinook Salmon,,,,41,2,43
2003,Chignik,Chum Salmon,,,,37,2,43
2003,Chignik,Coho Salmon,,,,33,2,37
2003,Chignik,Pink Salmon,,,,40,2,47
2003,Chignik,Sockeye Salmon,,,,44,2,62
2003,Cook Inlet,Chinook Salmon,19459,387969,387969,694,41,321
2003,Cook Inlet,Chum Salmon,157692,1097467,1097467,719,28,476
2003,Cook Inlet,Coho Salmon,109769,714249.6,714249.6,814,35,472
2003,Cook Inlet,Pink Salmon,904445,2942292,2942292,778,22,477
2003,Cook Inlet,Sockeye Salmon,4131837,23792300.75,23792300.75,917,50,501
2003,Kodiak,Chinook Salmon,18531,189436,189436,210,10,136
2003,Kodiak,Chum Salmon,1151799,8250066,8250066,291,10,167
2003,Kodiak,Coho Salmon,339457,2604107,2604107,272,14,153
2003,Kodiak,Pink Salmon,14040215,49841197,49841197,290,10,166
2003,Kodiak,Sockeye Salmon,4042762,21677992,21677992,302,12,175
2003,Kuskokwim,Chinook Salmon,16014,217592,217592,221,3,18
2003,Kuskokwim,Chum Salmon,36225,249384,249384,374,3,17
2003,Kuskokwim,Coho Salmon,347125,2762638,2762638,432,3,5
2003,Kuskokwim,Sockeye Salmon,63646,462108,462108,209,3,18
2003,Norton Sound/Port Clarence,Chinook Salmon,,,,8,1,3
2003,Norton Sound/Port Clarence,Chum Salmon,,,,29,1,13
2003,Norton Sound/Port Clarence,Coho Salmon,,,,30,1,16
2003,Norton Sound/Port Clarence,Sockeye Salmon,,,,8,1,4
2003,Prince William Sound,Chinook Salmon,48176,1097969,1097969,535,25,590
2003,Prince William Sound,Chum Salmon,3782102,24128901,24109736,447,17,459
2003,Prince William Sound,Coho Salmon,502135,4228737,4215018,508,18,525
2003,Prince William Sound,Pink Salmon,35831627,132710295,128253200,349,25,346
2003,Prince William Sound,Sockeye Salmon,2726015,16633556,16633556,637,34,753
2003,Southeast/Yakutat,Chinook Salmon,409374,6369742.65,7204353.27,1431,157,1333
2003,Southeast/Yakutat,Chum Salmon,11104243,79859121.04,79874562.19,1229,99,1170
2003,Southeast/Yakutat,Coho Salmon,2496009,17559179.5,18353981.34,1473,155,1387
2003,Southeast/Yakutat,Pink Salmon,52492014,184412404.51,184471136.61,921,66,846
2003,Southeast/Yakutat,Sockeye Salmon,1524233,9250089.6,9302477.18,1180,133,1081
2003,Yukon,Chinook Salmon,41118,856087.5,856053.5,583,11,26
2003,Yukon,Chum Salmon,21800,145816.94,145816.94,433,7,6
2003,Yukon,Coho Salmon,25243,165756.7,165756.7,82,4,1
2004,Alaska Peninsula/Aleutian Islands,Chinook Salmon,17525,279818,279818,214,8,222
2004,Alaska Peninsula/Aleutian Islands,Chum Salmon,809686,5309816,5309816,239,8,256
2004,Alaska Peninsula/Aleutian Islands,Coho Salmon,270097,1798275,1798275,183,9,186
2004,Alaska Peninsula/Aleutian Islands,Pink Salmon,6697275,22000298,22000298,195,8,206
2004,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,4644306,26628751,26628751,247,10,286
2004,Arctic/Kotzebue,Chinook Salmon,,,,15,1,1
2004,Arctic/Kotzebue,Chum Salmon,51038,419059,419059,43,3,2
2004,Arctic/Kotzebue,Sockeye Salmon,,,,1,1,1
2004,Bristol Bay,Chinook Salmon,114280,1727189,1727189,1222,30,790
2004,Bristol Bay,Chum Salmon,731864,4658979,4658985.64,2208,33,1592
2004,Bristol Bay,Coho Salmon,72379,501455,501455,159,13,82
2004,Bristol Bay,Pink Salmon,52380,215937,215937,333,13,141
2004,Bristol Bay,Sockeye Salmon,26230890,151506472,151507415.05,2221,35,1607
2004,Chignik,Chinook Salmon,,,,32,2,36
2004,Chignik,Chum Salmon,,,,23,2,23
2004,Chignik,Coho Salmon,,,,11,1,11
2004,Chignik,Pink Salmon,,,,21,2,21
2004,Chignik,Sockeye Salmon,697375,4462952,4462952,33,3,50
2004,Cook Inlet,Chinook Salmon,28117,682784.07,682784.07,685,42,294
2004,Cook Inlet,Chum Salmon,352317,2771937.25,2771937.25,675,34,522
2004,Cook Inlet,Coho Salmon,312419,2096746.3,2096746.3,857,44,523
2004,Cook Inlet,Pink Salmon,2855804,10014927.5,10014927.5,815,23,514
2004,Cook Inlet,Sockeye Salmon,5043171,30424413.68,30424413.68,943,60,543
2004,Kodiak,Chinook Salmon,26881,312381,315229.86,235,14,138
2004,Kodiak,Chum Salmon,1106532,8473089,8473089,301,14,165
2004,Kodiak,Coho Salmon,476821,3669247,3669332.3,285,19,158
2004,Kodiak,Pink Salmon,21254793,77382815,77382815,298,14,172
2004,Kodiak,Sockeye Salmon,4164852,22034343,22036690.59,304,20,168
2004,Kuskokwim,Chinook Salmon,30238,367166,367166,367,4,51
2004,Kuskokwim,Chum Salmon,52031,356228,356228,434,4,57
2004,Kuskokwim,Coho Salmon,542670,3732432.35,3732432.35,453,4,58
2004,Kuskokwim,Sockeye Salmon,63495,419902,419902,336,3,53
2004,Norton Sound/Port Clarence,Chum Salmon,,,,31,1,15
2004,Norton Sound/Port Clarence,Coho Salmon,,,,36,1,21
2004,Norton Sound/Port Clarence,Sockeye Salmon,,,,11,1,6
2004,Prince William Sound,Chinook Salmon,38599,868919,868568.9,531,32,555
2004,Prince William Sound,Chum Salmon,2001948,15047360,15047360,473,17,468
2004,Prince William Sound,Coho Salmon,620119,5597320,5597320,551,24,546
2004,Prince William Sound,Pink Salmon,23531483,87448814,87448814,314,14,294
2004,Prince William Sound,Sockeye Salmon,1891797,10972400,10972183.9,645,36,661
2004,Southeast/Yakutat,Chinook Salmon,483210,7239305.74,8058480.76,1538,149,1428
2004,Southeast/Yakutat,Chum Salmon,11351337,92415300.54,92077157.5,1336,94,1246
2004,Southeast/Yakutat,Coho Salmon,3083237,21741758.48,23125813.26,1565,142,1447
2004,Southeast/Yakutat,Pink Salmon,45331117,164562649.18,164451766.01,853,60,779
2004,Southeast/Yakutat,Sockeye Salmon,2035700,12019865.12,12049075.16,1215,114,1105
2004,Yukon,Chinook Salmon,56943,1157880.2,1157880.2,570,8,2
2004,Yukon,Chum Salmon,30737,166925,166925,482,8,1
2004,Yukon,Coho Salmon,,,,32,2,1
2004,Yukon,Sockeye Salmon,,,,1,1,1
2005,Alaska Peninsula/Aleutian Islands,Chinook Salmon,13752,186102,186587.99,224,9,234
2005,Alaska Peninsula/Aleutian Islands,Chum Salmon,784175,5204142,5204142.6,243,8,302
2005,Alaska Peninsula/Aleutian Islands,Coho Salmon,216948,1500396,1501066.71,200,7,212
2005,Alaska Peninsula/Aleutian Islands,Pink Salmon,9427155,30276395,30276395,217,5,268
2005,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,5456392,33182560,33182816.24,270,14,374
2005,Arctic/Kotzebue,Chinook Salmon,,,,4,1,1
2005,Arctic/Kotzebue,Chum Salmon,,,,41,2,5
2005,Bristol Bay,Chinook Salmon,76545,1261525.6,1261597.6,1352,31,951
2005,Bristol Bay,Chum Salmon,1396072,9102119,9102147.31,2278,36,1725
2005,Bristol Bay,Coho Salmon,74551,522833,522913,160,10,93
2005,Bristol Bay,Pink Salmon,2683,9303,9303,186,9,70
2005,Bristol Bay,Sockeye Salmon,24470339,154668945.6,154669064.3,2278,38,1725
2005,Chignik,Chinook Salmon,3137,55638,55638,70,3,43
2005,Chignik,Chum Salmon,,,,67,2,33
2005,Chignik,Coho Salmon,,,,28,2,25
2005,Chignik,Pink Salmon,,,,71,2,36
2005,Chignik,Sockeye Salmon,1142097,7457532,7457532,98,4,66
2005,Cook Inlet,Chinook Salmon,27130,669384,669384,797,49,370
2005,Cook Inlet,Chum Salmon,167348,1345191,1345900,715,27,513
2005,Cook Inlet,Coho Salmon,220759,1404542,1404542,860,41,515
2005,Cook Inlet,Pink Salmon,2354298,8015657.5,8015657.5,815,26,516
2005,Cook Inlet,Sockeye Salmon,5351349,32046079,32046079,988,68,547
2005,Kodiak,Chinook Salmon,14399,168317,178484.88,222,11,139
2005,Kodiak,Chum Salmon,477414,3732338,3732571.82,294,11,227
2005,Kodiak,Coho Salmon,395028,2975607,2975760.45,280,21,194
2005,Kodiak,Pink Salmon,30066020,102512734,102512938.49,294,14,235
2005,Kodiak,Sockeye Salmon,3045079,16698201,16751321.54,300,23,239
2005,Kuskokwim,Chinook Salmon,31016,451098.5,451098.5,405,5,50
2005,Kuskokwim,Chum Salmon,85332,575111,575111,475,5,53
2005,Kuskokwim,Coho Salmon,206216,1534491.3,1534491.3,449,4,50
2005,Kuskokwim,Pink Salmon,,,,11,2,4
2005,Kuskokwim,Sockeye Salmon,120386,806358.6,806358.6,455,5,53
2005,Norton Sound/Port Clarence,Chinook Salmon,,,,14,1,10
2005,Norton Sound/Port Clarence,Chum Salmon,,,,26,1,17
2005,Norton Sound/Port Clarence,Coho Salmon,,,,40,2,19
2005,Norton Sound/Port Clarence,Sockeye Salmon,,,,1,2,1
2005,Prince William Sound,Chinook Salmon,35341,765717,765586,524,32,530
2005,Prince William Sound,Chum Salmon,2099466,16524955,16520082,419,16,400
2005,Prince William Sound,Coho Salmon,531545,4176126,4176126,516,26,501
2005,Prince William Sound,Pink Salmon,59944633,207216598,206553299,360,17,343
2005,Prince William Sound,Sockeye Salmon,1986791,11727350,11727300,625,44,618
2005,Southeast/Yakutat,Chinook Salmon,447864,6349254.61,7160581.73,1621,162,1546
2005,Southeast/Yakutat,Chum Salmon,6421163,57042607,56960903.25,1181,81,1111
2005,Southeast/Yakutat,Coho Salmon,3000746,18365042.88,19611123.45,1671,138,1550
2005,Southeast/Yakutat,Pink Salmon,59115002,206927311.2,206948905.25,1025,63,943
2005,Southeast/Yakutat,Sockeye Salmon,1605606,9063026.1,9090114.92,1354,116,1235
2005,Yukon,Chinook Salmon,32325,602826.6,602826.6,595,8,41
2005,Yukon,Chum Salmon,221647,1639070.2,1638797.2,554,9,43
2005,Yukon,Coho Salmon,58311,410398.2,410398.2,171,5,11
2006,Alaska Peninsula/Aleutian Islands,Chinook Salmon,13090,181129,184433.95,242,10,248
2006,Alaska Peninsula/Aleutian Islands,Chum Salmon,1318617,9864108,9864109.24,264,9,301
2006,Alaska Peninsula/Aleutian Islands,Coho Salmon,264017,1740755,1743247.24,240,9,240
2006,Alaska Peninsula/Aleutian Islands,Pink Salmon,5319972,18061944,18061944,236,8,248
2006,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,4230959,24382433,24384829.4,271,11,334
2006,Arctic/Kotzebue,Chum Salmon,,,,42,2,3
2006,Bristol Bay,Chinook Salmon,106006,1794495.3,1796747.19,1500,29,1072
2006,Bristol Bay,Chum Salmon,2243540,13806653,13806666.85,2294,32,1774
2006,Bristol Bay,Coho Salmon,79449,510642,510642,317,10,139
2006,Bristol Bay,Pink Salmon,145580,541926,541926,349,7,169
2006,Bristol Bay,Sockeye Salmon,28489171,164483560,164483585.13,2320,31,1775
2006,Chignik,Chinook Salmon,,,,38,2,42
2006,Chignik,Chum Salmon,,,,42,2,48
2006,Chignik,Coho Salmon,,,,32,2,37
2006,Chignik,Pink Salmon,,,,45,1,52
2006,Chignik,Sockeye Salmon,,,,49,2,73
2006,Cook Inlet,Chinook Salmon,18367,355633.5,355635.27,700,53,300
2006,Cook Inlet,Chum Salmon,136560,1088814.25,1088814.25,608,31,409
2006,Cook Inlet,Coho Salmon,209163,1365671.7,1365674.29,814,50,416
2006,Cook Inlet,Pink Salmon,1876380,6983435.5,6983435.5,751,39,402
2006,Cook Inlet,Sockeye Salmon,2425564,12254513.3,12254522.51,886,62,435
2006,Kodiak,Chinook Salmon,20278,209334,220301.51,200,12,133
2006,Kodiak,Chum Salmon,1081975,9100258,9100411.89,275,15,156
2006,Kodiak,Coho Salmon,553522,4316663,4319149.44,271,22,153
2006,Kodiak,Pink Salmon,31693064,117382718,117382787.59,278,13,160
2006,Kodiak,Sockeye Salmon,1584103,8087338,8121125.29,283,17,158
2006,Kuskokwim,Chinook Salmon,,,,330,2,40
2006,Kuskokwim,Chum Salmon,,,,430,2,48
2006,Kuskokwim,Coho Salmon,225034,1415422.5,1415422.5,433,3,45
2006,Kuskokwim,Pink Salmon,,,,1,1,1
2006,Kuskokwim,Sockeye Salmon,,,,385,2,46
2006,Norton Sound/Port Clarence,Chinook Salmon,,,,9,2,3
2006,Norton Sound/Port Clarence,Chum Salmon,,,,56,1,23
2006,Norton Sound/Port Clarence,Coho Salmon,,,,63,1,27
2006,Norton Sound/Port Clarence,Sockeye Salmon,,,,3,1,3
2006,Prince William Sound,Chinook Salmon,30850,630773.25,630773.25,521,37,516
2006,Prince William Sound,Chum Salmon,2181575,19008084,19008084,464,14,430
2006,Prince William Sound,Coho Salmon,763554,6822200,6822200,541,27,520
2006,Prince William Sound,Pink Salmon,21722026,78288144,78288144,349,16,311
2006,Prince William Sound,Sockeye Salmon,2522789,14103564,14103564,619,45,596
2006,Southeast/Yakutat,Chinook Salmon,363282,5468462.96,6251968.97,1631,163,1551
2006,Southeast/Yakutat,Chum Salmon,13553565,124974255.55,124837134.71,1224,93,1140
2006,Southeast/Yakutat,Coho Salmon,2090206,14303949.13,15301113.27,1652,148,1531
2006,Southeast/Yakutat,Pink Salmon,11684649,46944988.8,46928308.56,1011,62,928
2006,Southeast/Yakutat,Sockeye Salmon,1331857,7553659.6,7597063.43,1307,120,1200
2006,Yukon,Chinook Salmon,46646,873566.3,873566.3,587,8,45
2006,Yukon,Chum Salmon,267160,1848187.7,1848187.7,582,9,45
2006,Yukon,Coho Salmon,64942,390502,390502,286,5,20
2007,Alaska Peninsula/Aleutian Islands,Chinook Salmon,12933,166327,166329.73,220,7,230
2007,Alaska Peninsula/Aleutian Islands,Chum Salmon,862109,6146498,6146498,260,7,290
2007,Alaska Peninsula/Aleutian Islands,Coho Salmon,220751,1479266,1479768.99,227,6,231
2007,Alaska Peninsula/Aleutian Islands,Pink Salmon,8461412,30872079,30872079,210,6,228
2007,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,5860543,33019650,33019650,263,8,315
2007,Arctic/Kotzebue,Chum Salmon,,,,46,2,2
2007,Bristol Bay,Chinook Salmon,62705,846954.48,847158.98,1352,31,912
2007,Bristol Bay,Chum Salmon,1937696,11739375.33,11745814.19,2169,32,1714
2007,Bristol Bay,Coho Salmon,51980,334875,335102.45,371,15,191
2007,Bristol Bay,Pink Salmon,937,3266,3266.14,150,4,44
