Year,Area,Species Name,Number Of Fish (estimated),Landed Weight (lbs),Whole Weight (lbs),Permit Count,Processor Count,Vessel Count
2014,Norton Sound/Port Clarence,Chum Salmon,107674,747466,747459,128,3,23
2014,Norton Sound/Port Clarence,Coho Salmon,112568,815488,815488,126,3,21
2014,Norton Sound/Port Clarence,Pink Salmon,,,,115,2,15
2014,Norton Sound/Port Clarence,Sockeye Salmon,,,,63,2,7
2014,Prince William Sound,Chinook Salmon,10837,190210,193668.2646,571,25,594
2014,Prince William Sound,Chum Salmon,1516831,11588891,11624094.1136,708,19,738
2014,Prince William Sound,Coho Salmon,614204,4881357.06,4970006.7859,630,23,651
2014,Prince William Sound,Pink Salmon,44659138,149256317,149221578.955,600,18,603
2014,Prince William Sound,Sockeye Salmon,3291794,19526005.1,19835398.9066,764,33,830
2014,Southeast/Yakutat,Chinook Salmon,436936,5275417.69,6010208.7914,1735,184,1685
2014,Southeast/Yakutat,Chum Salmon,6678435.8,60824790.5,60738294.9815,1499,88,1444
2014,Southeast/Yakutat,Coho Salmon,3789405,26652775.2273,28280543.669,1794,170,1729
2014,Southeast/Yakutat,Pink Salmon,37186408.7,131395967.9,131434182.6065,1223,48,1160
2014,Southeast/Yakutat,Sockeye Salmon,1663861,9720096.4,9742558.3233,1392,117,1303
2014,Yukon,Chum Salmon,646273,4152239.78,4152239.78,479,4,37
2014,Yukon,Coho Salmon,104692,712839.08,712839.08,422,3,30
2014,Yukon,Pink Salmon,,,,257,1,15
2015,Alaska Peninsula/Aleutian Islands,Chinook Salmon,44340,295837.5,297921.6592,246,8,218
2015,Alaska Peninsula/Aleutian Islands,Chum Salmon,870581,5520299.95,5524052.77,269,8,264
2015,Alaska Peninsula/Aleutian Islands,Coho Salmon,328571,2048128.9,2048133.73,244,7,243
2015,Alaska Peninsula/Aleutian Islands,Pink Salmon,16720281,52547306,52567464.96,229,9,232
2015,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,5942779,33397217.6,33409135.5529,287,10,286
2015,Arctic/Kotzebue,Chum Salmon,,,,105,2,2
2015,Bristol Bay,Chinook Salmon,55393,586562.5,587261.7741,1208,29,724
2015,Bristol Bay,Chum Salmon,1095763,6586194.5,6613535.6744,2178,21,1458
2015,Bristol Bay,Coho Salmon,37542,257366.2,261194.6693,287,14,102
2015,Bristol Bay,Pink Salmon,2140,7755.5,7783.4566,187,9,51
2015,Bristol Bay,Sockeye Salmon,36437526,193719824.2,194512978.4898,2432,37,1508
2015,Chignik,Chinook Salmon,4859,51437,53641.1889,68,4,66
2015,Chignik,Chum Salmon,100970,655879,655879,71,4,70
2015,Chignik,Coho Salmon,82049,523519,523519,69,4,69
2015,Chignik,Pink Salmon,1978211,5843765,5843765,71,4,70
2015,Chignik,Sockeye Salmon,1552417,8529053,8538454.2649,72,4,71
2015,Cook Inlet,Chinook Salmon,10841,181479.05,181727.64,581,61,196
2015,Cook Inlet,Chum Salmon,387874,2542128.6,2548438.4552,813,40,486
2015,Cook Inlet,Coho Salmon,218653,1275829.7029,1284124.779,943,57,485
2015,Cook Inlet,Pink Salmon,6435972,20253347,20253593.3988,910,37,490
2015,Cook Inlet,Sockeye Salmon,2889855,15020908.05,15065754.7587,1037,96,492
2015,Kodiak,Chinook Salmon,7343,68961,72542.1878,208,12,136
2015,Kodiak,Chum Salmon,770595,5435236,5437029.98,334,14,178
2015,Kodiak,Coho Salmon,395463,2458542,2461437.69,324,14,178
2015,Kodiak,Pink Salmon,32980184,109345069,109350634.8,331,13,179
2015,Kodiak,Sockeye Salmon,3100469,15042163,15086014.9578,338,19,179
2015,Kuskokwim,Chinook Salmon,,,,211,1,12
2015,Kuskokwim,Chum Salmon,,,,315,1,16
2015,Kuskokwim,Coho Salmon,,,,377,1,20
2015,Kuskokwim,Sockeye Salmon,,,,239,1,15
2015,Norton Sound/Port Clarence,Chinook Salmon,,,,47,2,1
2015,Norton Sound/Port Clarence,Chum Salmon,147350,1018487,1018487,127,3,3
2015,Norton Sound/Port Clarence,Coho Salmon,153844,1226475,1226475,123,3,2
2015,Norton Sound/Port Clarence,Pink Salmon,,,,112,2,2
2015,Norton Sound/Port Clarence,Sockeye Salmon,3653,25642,25642,91,3,2
2015,Prince William Sound,Chinook Salmon,23353,399494.5,407296.7117,592,27,596
2015,Prince William Sound,Chum Salmon,2512313,15414923,15531565.5536,690,20,687
2015,Prince William Sound,Coho Salmon,223453,1564397,1587645.9305,663,23,660
2015,Prince William Sound,Pink Salmon,97332941,326933980.03,327108910.7578,643,20,638
2015,Prince William Sound,Sockeye Salmon,3208702,17326609.5,17579748.5031,766,32,779
2015,Southeast/Yakutat,Chinook Salmon,354496,4292689.97,4821152.2656,1637,169,1576
2015,Southeast/Yakutat,Chum Salmon,11626457,95156864.25,95305565.9545,1452,79,1388
2015,Southeast/Yakutat,Coho Salmon,2158670,14141033.12,15030282.0394,1713,162,1624
2015,Southeast/Yakutat,Pink Salmon,35151092,128002051.5,128041037.2156,1275,54,1196
2015,Southeast/Yakutat,Sockeye Salmon,1523912,8441588.6,8467832.0885,1372,114,1268
2015,Yukon,Chum Salmon,552870,3529151.67,3529151.67,490,7,37
2015,Yukon,Coho Salmon,129708,935974.91,935974.91,434,7,32
2015,Yukon,Pink Salmon,,,,171,1,14
2016,Alaska Peninsula/Aleutian Islands,Chinook Salmon,15559,148905,150443.739,223,6,207
2016,Alaska Peninsula/Aleutian Islands,Chum Salmon,518240,3362484.4,3363638.81,263,8,260
2016,Alaska Peninsula/Aleutian Islands,Coho Salmon,266735,1678044,1678050.5748,202,6,197
2016,Alaska Peninsula/Aleutian Islands,Pink Salmon,2903503,8733870.5,8734145.32,229,7,235
2016,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,6000583,33931963.548,33980262.268,273,9,277
2016,Arctic/Kotzebue,Chum Salmon,400417,3366878.7,3377110.22,86,3,2
2016,Bristol Bay,Chinook Salmon,32970,430784,431721.7949,1401,32,818
2016,Bristol Bay,Chum Salmon,969418,5903455,5942080.5662,2116,22,1366
2016,Bristol Bay,Coho Salmon,90711,538903,546076.1317,338,16,174
2016,Bristol Bay,Pink Salmon,768614,3010657.5,3019671.2131,930,13,545
2016,Bristol Bay,Sockeye Salmon,37593931,200973039.98,201990161.8326,2398,39,1387
2016,Chignik,Chinook Salmon,20144,152053.5,156490.8415,64,5,62
2016,Chignik,Chum Salmon,118435,805279,805279,70,6,67
2016,Chignik,Coho Salmon,94317,658093,658093,63,5,61
2016,Chignik,Pink Salmon,139640,559373,559373,68,5,65
2016,Chignik,Sockeye Salmon,1393746,8253910,8257169.8984,70,6,67
2016,Cook Inlet,Chinook Salmon,10503,191477.15,191874.9898,622,58,231
2016,Cook Inlet,Chum Salmon,197238,1379836.1,1382633.5979,764,38,503
2016,Cook Inlet,Coho Salmon,147140,928835.1,933542.0122,891,64,494
2016,Cook Inlet,Pink Salmon,509858,2215995.65,2221158.7095,933,36,502
2016,Cook Inlet,Sockeye Salmon,2656048,15042306.5,15084386.7226,1015,86,511
2016,Kodiak,Chinook Salmon,6621,56240,58976.4612,168,12,105
2016,Kodiak,Chum Salmon,404895,2772548.5,2772588.8876,306,9,164
2016,Kodiak,Coho Salmon,206792,1523275,1525783.0148,284,13,161
2016,Kodiak,Pink Salmon,3312875,15381378.5,15400940.0514,302,9,165
2016,Kodiak,Sockeye Salmon,2075604,10708385,10751698.4898,308,15,165
2016,Kuskokwim,Chinook Salmon,,,,1,1,1
2016,Kuskokwim,Chum Salmon,,,,1,1,1
2016,Kuskokwim,Coho Salmon,,,,1,1,1
2016,Kuskokwim,Pink Salmon,,,,1,1,1
2016,Kuskokwim,Sockeye Salmon,,,,1,1,1
2016,Norton Sound/Port Clarence,Chinook Salmon,,,,37,2,2
2016,Norton Sound/Port Clarence,Chum Salmon,51169,345209,345209,139,3,7
2016,Norton Sound/Port Clarence,Coho Salmon,102729,701641,701641,136,3,5
2016,Norton Sound/Port Clarence,Pink Salmon,208756,747721,747721,131,3,4
2016,Norton Sound/Port Clarence,Sockeye Salmon,,,,127,2,4
2016,Prince William Sound,Chinook Salmon,12689,224363.5,228669.5274,541,25,543
2016,Prince William Sound,Chum Salmon,3170919,21971467.9,22092185.1976,648,15,638
2016,Prince William Sound,Coho Salmon,482275,4339810,4422927.0619,573,20,575
2016,Prince William Sound,Pink Salmon,13069770,51708877.84,51865966.4165,573,16,547
2016,Prince William Sound,Sockeye Salmon,1977727,10383920.2,10571478.8304,741,30,744
2016,Southeast/Yakutat,Chinook Salmon,312124,3685574.32,4203564.5952,1619,196,1562
2016,Southeast/Yakutat,Chum Salmon,9115620,73286033.21,73424433.3149,1476,85,1422
2016,Southeast/Yakutat,Coho Salmon,2327503,16101083.76,17091906.1461,1684,180,1597
2016,Southeast/Yakutat,Pink Salmon,18385506,72612392.2,72636869.9659,1177,52,1107
2016,Southeast/Yakutat,Sockeye Salmon,1500683,8494062.92,8524952.0404,1415,119,1329
2016,Yukon,Chum Salmon,992368,6460745.1,6460745.1,492,6,38
2016,Yukon,Coho Salmon,201493,1265814.2,1265814.2,449,5,35
2016,Yukon,Pink Salmon,,,,261,1,18
2017,Alaska Peninsula/Aleutian Islands,Chinook Salmon,13670,152486.4,154332.3168,223,7,179
2017,Alaska Peninsula/Aleutian Islands,Chum Salmon,2043444,14109225.25,14109647.8181,269,8,228
2017,Alaska Peninsula/Aleutian Islands,Coho Salmon,361502,2136594.3,2136671.0755,208,6,163
2017,Alaska Peninsula/Aleutian Islands,Pink Salmon,21651726,74247261.57,74247928.3862,201,6,169
2017,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,7108529,40747015.27,40763190.851,282,10,239
2017,Arctic/Kotzebue,Chum Salmon,463774,3832816,3865877.9639,100,3,2
2017,Bristol Bay,Chinook Salmon,41400,476985,478036.7528,1460,41,839
2017,Bristol Bay,Chum Salmon,1494041,9498300.3,9564868.8907,2152,26,1378
2017,Bristol Bay,Coho Salmon,240885,1531174,1544633.061,328,19,123
2017,Bristol Bay,Pink Salmon,34557,129324,129663.4834,607,11,258
2017,Bristol Bay,Sockeye Salmon,38787106,208056885.4,209670089.5341,2412,49,1397
2017,Chignik,Chinook Salmon,3541,34596,35850.1601,61,4,60
2017,Chignik,Chum Salmon,603904,4628606.58,4628606.58,67,5,65
2017,Chignik,Coho Salmon,226471,1559990.89,1559990.89,62,4,61
2017,Chignik,Pink Salmon,7074051,25294640.72,25294640.72,68,5,66
2017,Chignik,Sockeye Salmon,895559,5494100.05,5494195.4582,68,5,66
2017,Cook Inlet,Chinook Salmon,8030,174644.45,175033.8395,534,70,146
2017,Cook Inlet,Chum Salmon,441826,3544556.22,3545701.3424,706,35,425
2017,Cook Inlet,Coho Salmon,315972,1979907.35,1987441.7362,891,62,422
2017,Cook Inlet,Pink Salmon,2185213,7659046.6,7659314.6204,909,38,424
2017,Cook Inlet,Sockeye Salmon,2144697,12000488.95,12031160.8156,989,95,431
2017,Kodiak,Chinook Salmon,6644,62138,64502.1727,169,9,116
2017,Kodiak,Chum Salmon,1903057,14534773.5,14535469.1733,310,7,161
2017,Kodiak,Coho Salmon,366418,2821702,2825367.8747,290,14,157
2017,Kodiak,Pink Salmon,27527993,100727125,100794855.665,305,8,164
2017,Kodiak,Sockeye Salmon,2475915,12903627,12952147.3225,311,15,162
2017,Kuskokwim,Chum Salmon,,,,1,1,1
2017,Kuskokwim,Coho Salmon,,,,1,1,1
2017,Kuskokwim,Sockeye Salmon,,,,1,1,1
2017,Norton Sound/Port Clarence,Chinook Salmon,230,2321,2321,75,3,3
2017,Norton Sound/Port Clarence,Chum Salmon,163422,1163445,1163445,135,3,5
2017,Norton Sound/Port Clarence,Coho Salmon,,,,135,2,5
2017,Norton Sound/Port Clarence,Pink Salmon,18954,72839,72839,78,3,3
2017,Norton Sound/Port Clarence,Sockeye Salmon,2806,16748,16748,121,3,4
2017,Prince William Sound,Chinook Salmon,14370,291532,296879.9388,552,38,549
2017,Prince William Sound,Chum Salmon,5390823,40566955.38,40745051.7248,719,16,705
2017,Prince William Sound,Coho Salmon,556330,4494653.2,4564869.5999,637,24,628
2017,Prince William Sound,Pink Salmon,48590303,187520637.45,187722886.3355,683,16,658
2017,Prince William Sound,Sockeye Salmon,1425780,8048831.7,8173284.5003,757,44,750
2017,Southeast/Yakutat,Chinook Salmon,173427,1979829.46,2232894.385,1492,164,1425
2017,Southeast/Yakutat,Chum Salmon,11426914,95212307.29,95443819.6607,1421,88,1342
2017,Southeast/Yakutat,Coho Salmon,2873620,16368775.5,17715571.5629,1660,158,1564
2017,Southeast/Yakutat,Pink Salmon,34801951,127995294.52,128042103.1168,1255,54,1165
2017,Southeast/Yakutat,Sockeye Salmon,796607,4476703.15,4496960.2482,1332,107,1228
2017,Yukon,Chinook Salmon,,,,78,1,4
2017,Yukon,Chum Salmon,1049283,6876962.2,6876891.14,478,8,30
2017,Yukon,Coho Salmon,138978,871855.6,871836.73,425,7,27
2018,Alaska Peninsula/Aleutian Islands,Chinook Salmon,19067,161822.5,163404.9252,226,7,176
2018,Alaska Peninsula/Aleutian Islands,Chum Salmon,1157695,8160139.34,8160144.42,272,8,214
2018,Alaska Peninsula/Aleutian Islands,Coho Salmon,379884,2540940,2540940,226,7,172
2018,Alaska Peninsula/Aleutian Islands,Pink Salmon,806611,2639093.6,2639093.6,215,6,156
2018,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,3715794,19409647.48,19411496.2846,287,9,228
2018,Arctic/Kotzebue,Chinook Salmon,,,,6,1,1
2018,Arctic/Kotzebue,Chum Salmon,695153,5644838.4,5745562.5382,95,3,6
2018,Arctic/Kotzebue,Sockeye Salmon,,,,3,1,1
2018,Bristol Bay,Chinook Salmon,44798,470418.5,471514.0084,1656,44,983
2018,Bristol Bay,Chum Salmon,1637014,10327037.6,10418350.5641,2166,27,1368
2018,Bristol Bay,Coho Salmon,161884,1052920,1063054.0193,946,24,558
2018,Bristol Bay,Pink Salmon,244254,871926,874680.2014,850,19,461
2018,Bristol Bay,Sockeye Salmon,41942396,215819765.4,217820095.2545,2399,50,1389
2018,Chignik,Chum Salmon,924,7120,7120,6,3,6
2018,Chignik,Coho Salmon,,,,1,1,1
2018,Chignik,Pink Salmon,,,,2,2,2
2018,Chignik,Sockeye Salmon,,,,2,2,2
2018,Cook Inlet,Chinook Salmon,3534,48396.26,48656.9369,487,51,168
2018,Cook Inlet,Chum Salmon,164117,1367864.85,1369231.9424,630,32,408
2018,Cook Inlet,Coho Salmon,246299,1579384.95,1589740.9926,853,66,408
2018,Cook Inlet,Pink Salmon,1693703,6254163.55,6255859.8723,864,34,409
2018,Cook Inlet,Sockeye Salmon,1185169,5739444.95,5764257.8282,979,87,411
2018,Kodiak,Chinook Salmon,3479,24213.9,25162.5985,143,9,92
2018,Kodiak,Chum Salmon,464185,3730517,3731121.7551,292,9,150
2018,Kodiak,Coho Salmon,439443,3589376.5,3591701.3639,284,13,148
2018,Kodiak,Pink Salmon,6168512,23664790.75,23710941.8841,290,9,152
2018,Kodiak,Sockeye Salmon,1824888,9257481.5,9290178.728,293,12,152
2018,Kuskokwim,Chum Salmon,,,,1,1,1
2018,Kuskokwim,Coho Salmon,,,,1,1,1
2018,Kuskokwim,Pink Salmon,,,,1,1,1
2018,Kuskokwim,Sockeye Salmon,,,,1,1,1
2018,Norton Sound/Port Clarence,Chinook Salmon,,,,90,2,2
2018,Norton Sound/Port Clarence,Chum Salmon,,,,149,2,6
2018,Norton Sound/Port Clarence,Coho Salmon,,,,144,2,5
2018,Norton Sound/Port Clarence,Pink Salmon,,,,135,2,4
2018,Norton Sound/Port Clarence,Sockeye Salmon,,,,135,2,3
2018,Prince William Sound,Chinook Salmon,8403,134644,137135.5479,532,29,535
2018,Prince William Sound,Chum Salmon,3468354,28764199.66,28974794.9188,751,16,732
2018,Prince William Sound,Coho Salmon,522790,4514215.5,4587873.915,669,27,666
2018,Prince William Sound,Pink Salmon,24027023,90978295.7,91109517.5943,640,13,611
2018,Prince William Sound,Sockeye Salmon,1312254,5964126.8,6068390.4026,760,36,745
2018,Southeast/Yakutat,Chinook Salmon,164048,1993438.56,2262431.3075,1401,146,1356
2018,Southeast/Yakutat,Chum Salmon,11482406,96221698.32,96668837.7155,1322,89,1287
2018,Southeast/Yakutat,Coho Salmon,1602466,11953309.1593,12790127.4691,1545,169,1450
2018,Southeast/Yakutat,Pink Salmon,8082745,31244886.7,31280263.6567,1147,51,1074
2018,Southeast/Yakutat,Sockeye Salmon,631675,3368598.25,3388430.6073,1191,107,1105
2018,Yukon,Chum Salmon,966479,6323170.05,6323170.05,502,8,33
2018,Yukon,Coho Salmon,110638,703612.29,703612.29,442,7,20
2018,Yukon,Pink Salmon,,,,232,1,5
2019,Alaska Peninsula/Aleutian Islands,Chinook Salmon,26748,225811.65,227266.1572,247,5,204
2019,Alaska Peninsula/Aleutian Islands,Chum Salmon,1404249,8277504.55,8277696.2713,291,6,229
2019,Alaska Peninsula/Aleutian Islands,Coho Salmon,564674,3392011.9,3392014.4101,268,5,200
2019,Alaska Peninsula/Aleutian Islands,Pink Salmon,21177702,58771180.55,58771197.2847,272,5,218
2019,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,4045709,21024930.42,21110347.2632,305,6,245
2019,Arctic/Kotzebue,Chinook Salmon,,,,8,2,1
2019,Arctic/Kotzebue,Chum Salmon,494593,4017629,4100713.96,92,3,2
2019,Arctic/Kotzebue,Sockeye Salmon,,,,2,1,1
2019,Bristol Bay,Chinook Salmon,33334,386645.2,387305.2595,1582,37,898
2019,Bristol Bay,Chum Salmon,1394760,8636225.6,8713180.6728,2274,29,1403
2019,Bristol Bay,Coho Salmon,81005,485968,489923.9921,799,22,448
2019,Bristol Bay,Pink Salmon,6832,22133.3,22215.7807,657,15,338
2019,Bristol Bay,Sockeye Salmon,43028474,222902670.4585,225194978.0859,2498,45,1419
2019,Chignik,Chinook Salmon,,,,49,2,48
2019,Chignik,Chum Salmon,,,,51,2,50
2019,Chignik,Coho Salmon,,,,51,2,50
2019,Chignik,Pink Salmon,,,,51,2,50
2019,Chignik,Sockeye Salmon,,,,51,2,50
2019,Cook Inlet,Chinook Salmon,3625,56980,57269.3165,441,54,113
2019,Cook Inlet,Chum Salmon,185470,1279823.6,1281013.4674,670,33,386
2019,Cook Inlet,Coho Salmon,174850,1007684.15,1017967.6086,842,60,384
2019,Cook Inlet,Pink Salmon,2127991,6642833.9,6643237.465,854,29,380
2019,Cook Inlet,Sockeye Salmon,2029905,10861951.61,10916186.5397,953,83,388
2019,Kodiak,Chinook Salmon,6644,61456,63108.6571,171,10,113
2019,Kodiak,Chum Salmon,553940,3896115,3896157.1896,328,10,173
2019,Kodiak,Coho Salmon,392977,2817818.7,2819950.453,304,14,172
2019,Kodiak,Pink Salmon,33211475,105193316,105220234.21,329,10,175
2019,Kodiak,Sockeye Salmon,2184271,10831821,10867870.8597,330,15,176
2019,Kuskokwim,Chum Salmon,,,,1,1,1
2019,Kuskokwim,Coho Salmon,,,,1,1,1
2019,Kuskokwim,Pink Salmon,,,,1,1,1
2019,Kuskokwim,Sockeye Salmon,,,,1,1,1
2019,Norton Sound/Port Clarence,Chinook Salmon,,,,110,2,3
2019,Norton Sound/Port Clarence,Chum Salmon,157938,1064005,1064005,141,4,5
2019,Norton Sound/Port Clarence,Coho Salmon,,,,140,2,4
2019,Norton Sound/Port Clarence,Pink Salmon,,,,110,2,3
2019,Norton Sound/Port Clarence,Sockeye Salmon,,,,133,2,4
2019,Prince William Sound,Chinook Salmon,19742,362749.1,369845.0185,555,34,560
2019,Prince William Sound,Chum Salmon,5380950,33179859.34,33345276.9935,704,20,698
2019,Prince William Sound,Coho Salmon,526332,4271292.98,4300971.2435,602,23,598
2019,Prince William Sound,Pink Salmon,48719302,167345537.6,167451242.0766,695,17,695
2019,Prince William Sound,Sockeye Salmon,2590607,13911835.65,14140512.194,767,46,764
2019,Southeast/Yakutat,Chinook Salmon,184447,2203710.42,2462002.452,1407,167,1355
2019,Southeast/Yakutat,Chum Salmon,9374706,74171297.76,74662109.918,1339,90,1275
2019,Southeast/Yakutat,Coho Salmon,1712692,11710345.4,12521430.3468,1516,164,1424
2019,Southeast/Yakutat,Pink Salmon,21149905,77984071.84,78026222.9231,1119,53,1050
2019,Southeast/Yakutat,Sockeye Salmon,1005692,5581153.31,5621492.5111,1236,104,1148
2019,Yukon,Chinook Salmon,,,,339,1,11
2019,Yukon,Chum Salmon,495954,3244069.8,3244069.8,425,8,20
2019,Yukon,Coho Salmon,58631,347938.5,347938.5,393,8,12
2019,Yukon,Pink Salmon,,,,190,1,6
2019,Yukon,Sockeye Salmon,,,,1,1,1
2020,Alaska Peninsula/Aleutian Islands,Chinook Salmon,22744,132305.65,132823.4579,199,4,167
2020,Alaska Peninsula/Aleutian Islands,Chum Salmon,972664,5498665.1,5498665.1,263,5,200
2020,Alaska Peninsula/Aleutian Islands,Coho Salmon,237250,1488952.95,1488952.95,255,4,189
2020,Alaska Peninsula/Aleutian Islands,Pink Salmon,5170029,15645121,15645121,248,4,185
2020,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,2857277,14467171.9,14607731.6041,287,5,207
2020,Arctic/Kotzebue,Chinook Salmon,,,,3,1,1
2020,Arctic/Kotzebue,Chum Salmon,,,,68,2,1
2020,Arctic/Kotzebue,Sockeye Salmon,,,,4,1,1
2020,Bristol Bay,Chinook Salmon,10151,97562.9,97700.205,1048,39,549
2020,Bristol Bay,Chum Salmon,294832,1781000.2,1800004.4584,2133,23,1342
2020,Bristol Bay,Coho Salmon,115228,627786,632170.618,677,22,402
2020,Bristol Bay,Pink Salmon,73315,239524.3,241003.8572,678,16,404
2020,Bristol Bay,Sockeye Salmon,39791689,201255428.18,203784754.2444,2362,51,1355
2020,Cook Inlet,Chinook Salmon,3310,40289.8,41565.6536,346,45,85
2020,Cook Inlet,Chum Salmon,45836,366101.85,366161.2126,501,28,327
2020,Cook Inlet,Coho Salmon,141446,839858.7,847644.4447,611,50,326
2020,Cook Inlet,Pink Salmon,2870056,10699842.1,10700342.9989,714,39,326
2020,Cook Inlet,Sockeye Salmon,918473,4368085.75,4382484.0251,846,75,336
2020,Kodiak,Chinook Salmon,8018,46367,47509.343,129,10,95
2020,Kodiak,Chum Salmon,368978,2509724.5,2509744.3163,273,9,147
2020,Kodiak,Coho Salmon,441139,3137500,3138669.4538,266,11,147
2020,Kodiak,Pink Salmon,21911396,75103196,75144105.5104,275,8,149
2020,Kodiak,Sockeye Salmon,1534754,7057429,7078044.0614,278,13,151
2020,Kuskokwim,Chinook Salmon,,,,74,2,2
2020,Kuskokwim,Chum Salmon,,,,74,2,2
2020,Kuskokwim,Coho Salmon,,,,70,2,2
2020,Kuskokwim,Pink Salmon,,,,1,1,1
2020,Kuskokwim,Sockeye Salmon,,,,76,2,2
2020,Norton Sound/Port Clarence,Chinook Salmon,,,,83,2,3
2020,Norton Sound/Port Clarence,Chum Salmon,,,,112,2,4
2020,Norton Sound/Port Clarence,Coho Salmon,,,,113,2,5
2020,Norton Sound/Port Clarence,Pink Salmon,,,,67,2,3
2020,Norton Sound/Port Clarence,Sockeye Salmon,,,,95,2,4
2020,Prince William Sound,Chinook Salmon,6878,91079,92680.5385,517,28,520
2020,Prince William Sound,Chum Salmon,2016770,14923262.4,15073138.7745,686,17,660
2020,Prince William Sound,Coho Salmon,288617,2370609.1,2395886.7011,591,27,587
2020,Prince William Sound,Pink Salmon,23003246,82759611.3,82763469.8652,594,12,567
2020,Prince William Sound,Sockeye Salmon,941844,4311747,4359346.3113,727,38,705
2020,Southeast/Yakutat,Chinook Salmon,209503,2492064.99,2880044.2694,1275,168,1229
2020,Southeast/Yakutat,Chum Salmon,4676449,34782166.74,34978968.2687,1077,81,1054
2020,Southeast/Yakutat,Coho Salmon,1159279,7386114.81,7961636.6581,1369,166,1286
2020,Southeast/Yakutat,Pink Salmon,8058812,28340429.34,28362474.937,910,55,864
2020,Southeast/Yakutat,Sockeye Salmon,453021,2330618.05,2342837.5061,976,89,900
2020,Yukon,Chum Salmon,,,,182,1,1
2020,Yukon,Pink Salmon,,,,55,1,1
2021,Alaska Peninsula/Aleutian Islands,Chinook Salmon,15696,127663,128218.4623,219,5,185
2021,Alaska Peninsula/Aleutian Islands,Chum Salmon,2284438,10784413.83,10784415.6055,268,6,202
2021,Alaska Peninsula/Aleutian Islands,Coho Salmon,357383,2094546.9,2094549.5327,224,6,171
2021,Alaska Peninsula/Aleutian Islands,Pink Salmon,16576121,50050129.45,50050132.039,237,6,184
2021,Alaska Peninsula/Aleutian Islands,Sockeye Salmon,7480050,33971207.1,34192271.1433,286,6,215
2021,Arctic/Kotzebue,Chum Salmon,96492,714067.2,721778.547,52,3,2
2021,Arctic/Kotzebue,Coho Salmon,,,,1,1,1
2021,Arctic/Kotzebue,Sockeye Salmon,,,,3,1,1
2021,Bristol Bay,Chinook Salmon,6951,65250.8,65380.8587,995,33,497
2021,Bristol Bay,Chum Salmon,204153,1074565,1087862.1376,2115,18,1346
2021,Bristol Bay,Coho Salmon,48269,297707.1,300317.4442,396,20,124
2021,Bristol Bay,Pink Salmon,3596,11784.4,11868.2069,360,10,131
2021,Bristol Bay,Sockeye Salmon,41976157,198662026.2998,201321040.8468,2387,46,1365
2021,Chignik,Chinook Salmon,1420,10007,10106.9211,20,3,20
2021,Chignik,Chum Salmon,43187,279236,279236,31,4,32
2021,Chignik,Coho Salmon,84452,531432,531432,31,4,32
2021,Chignik,Pink Salmon,1312546,4149381,4149381,31,4,32
2021,Chignik,Sockeye Salmon,118785,616053,616053,31,4,32
2021,Cook Inlet,Chinook Salmon,3973,47703.2,49364.374,367,49,100
2021,Cook Inlet,Chum Salmon,97647,693658.45,693728.6924,481,29,291
2021,Cook Inlet,Coho Salmon,150530,844833.6,850117.4634,601,47,295
2021,Cook Inlet,Pink Salmon,2106349,6862035.25,6859268.1763,699,32,291
2021,Cook Inlet,Sockeye Salmon,1672414,8354505.1,8376863.8787,840,84,301
2021,Kodiak,Chinook Salmon,8710,59433.35,60862.6408,171,8,123
2021,Kodiak,Chum Salmon,409430,2752751,2752751,291,8,162
2021,Kodiak,Coho Salmon,305951,2087891.5,2089228.0488,282,12,166
2021,Kodiak,Pink Salmon,26572332,82810163,82856039.1393,300,9,168
2021,Kodiak,Sockeye Salmon,3319136,14921319,14976374.9289,301,15,168
2021,Kuskokwim,Chinook Salmon,,,,82,1,1
2021,Kuskokwim,Chum Salmon,,,,79,2,2
2021,Kuskokwim,Coho Salmon,,,,60,2,2
2021,Kuskokwim,Pink Salmon,,,,2,2,2
2021,Kuskokwim,Sockeye Salmon,,,,86,1,1
2021,Norton Sound/Port Clarence,Chinook Salmon,,,,13,2,2
2021,Norton Sound/Port Clarence,Chum Salmon,6394,34877,34877,109,3,7
2021,Norton Sound/Port Clarence,Coho Salmon,7189,41198.2,41198.2,120,3,5
2021,Norton Sound/Port Clarence,Pink Salmon,,,,77,2,9
2021,Norton Sound/Port Clarence,Sockeye Salmon,473,2465,2465,72,3,6
2021,Prince William Sound,Chinook Salmon,9007,115043,116829.1907,553,32,550
2021,Prince William Sound,Chum Salmon,2689799,17959416.2,18032725.2048,649,13,628
2021,Prince William Sound,Coho Salmon,263253,1935267.15,1954718.5093,600,24,587
2021,Prince William Sound,Pink Salmon,66404146,210217294.93,210181891.3914,599,14,578
2021,Prince William Sound,Sockeye Salmon,1341575,7092233.8,7175148.134,710,38,692
2021,Southeast/Yakutat,Chinook Salmon,217639,2508393.49,2876726.0502,1244,161,1206
2021,Southeast/Yakutat,Chum Salmon,7412488,49202875.08,49449696.2772,1191,71,1168
2021,Southeast/Yakutat,Coho Salmon,1564055,9249267.74,9843481.3322,1395,170,1324
